l_TB2_42.dot	C	19	16	42,45	42:F63:0:0:0:0:1:0:1:3:3:3:0:3:3:1:1:3:3:3:0:0|45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0
l_TB2_43.dot	C	19	16	43,45	43:F64:0:0:0:0:1:0:1:3:3:3:0:3:3:1:1:3:3:3:0:0|45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0
l_TB2_44.dot	C	19	16	44,45	44:F66:0:0:0:0:1:0:1:3:3:3:0:3:3:1:1:3:3:3:0:0|45:64-66:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0
l_TB2_45.dot	C	19	16	45,45	45:F67:0:0:0:0:1:0:1:3:3:3:0:3:3:1:1:3:3:3:0:0|45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0
l_TB2_46.dot	C	19	16	46,45	46:66-68:0:0:0:0:1:0:1:3:3:3:0:3:3:1:1:3:3:3:0:0|45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0
l_TB2_47.dot	C	19	16	47,45	47:67-69:0:0:0:0:1:0:1:3:3:3:0:3:3:1:1:3:3:3:0:0|45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0
l_TB6_46.dot	C	19	16	46,45	46:F69:8:8:0:0:1:0:1:7:5:7:0:5:7:1:1:5:7:7:2:0|45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0
l_TB6_47.dot	C	19	16	47,45	47:F70:8:8:0:0:1:0:1:7:5:7:0:5:7:1:1:5:7:7:2:0|45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0
l_TB6_48.dot	C	19	16	48,45	48:F72:8:8:0:0:1:0:1:7:5:7:0:5:7:1:1:5:7:7:2:0|45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0
l_TB6_49.dot	C	19	16	49,45	49:70-72:8:8:0:0:1:0:1:7:5:7:0:5:7:1:1:5:7:7:2:0|45:58-63:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0
l_TB6_50.dot	C	19	16	50,45	50:72-74:8:8:0:0:1:0:1:7:5:7:0:5:7:1:1:5:7:7:2:0|45:51-57:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0
l_TB6_51.dot	C	19	16	51,45	51:73-75:8:8:0:0:1:0:1:7:5:7:0:5:7:1:1:5:7:7:2:0|45:51-57:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0
l_TN2_37.dot	C	18	16	45,37	45:F67:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0|37:F55:0:0:0:0:1:0:1:3:3:3:0:3:3:1:1:3:3:3:0:0
l_TN2_38.dot	C	18	16	45,38	45:F67:0:0:0:0:8:0:0:0:0:0:0:0:0:8:0:0:0:0:0:0|38:F57:0:0:0:0:1:0:1:3:3:3:0:3:3:1:1:3:3:3:0:0
