l_IA_100_22.dot	C	22	16	100,22	100:103-110:0:0:0:0:18:0:0:0:0:0:0:0:0:18:0:0:0:0:0:0|22:30-32:0:0:0:0:3:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0
l_IA_100_23.dot	C	22	16	100,23	100:103-110:0:0:0:0:18:0:0:0:0:0:0:0:0:18:0:0:0:0:0:0|23:25-30:0:0:0:0:3:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0
l_IA_100_24.dot	C	22	16	100,24	100:103-110:0:0:0:0:18:0:0:0:0:0:0:0:0:18:0:0:0:0:0:0|24:27-32:0:0:0:0:3:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0
l_IA_100_25.dot	C	22	16	100,25	100:103-110:0:0:0:0:18:0:0:0:0:0:0:0:0:18:0:0:0:0:0:0|25:28-33:0:0:0:0:3:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0
l_IA_100_26.dot	C	22	16	100,26	100:103-110:0:0:0:0:18:0:0:0:0:0:0:0:0:18:0:0:0:0:0:0|26:30-35:0:0:0:0:3:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0
l_IA_100_27.dot	C	22	16	100,27	100:96-102:0:0:0:0:18:0:0:0:0:0:0:0:0:18:0:0:0:0:0:0|27:24-30:0:0:0:0:4:0:0:0:0:0:0:0:0:4:0:0:0:0:0:0
l_IA_116_19.dot	C	22	16	116,19	116:112-119:0:0:0:0:22:0:0:0:0:0:0:0:0:22:0:0:0:0:0:0|19:F28:0:0:0:0:2:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0
l_IA_116_20.dot	C	22	16	116,20	116:105-111:0:0:0:0:22:0:0:0:0:0:0:0:0:22:0:0:0:0:0:0|20:F30:0:0:0:0:2:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0
l_IA_116_21.dot	C	22	16	116,21	116:105-111:0:0:0:0:22:0:0:0:0:0:0:0:0:22:0:0:0:0:0:0|21:28-30:0:0:0:0:2:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0
l_IA_116_22.dot	C	22	16	116,22	116:105-111:0:0:0:0:22:0:0:0:0:0:0:0:0:22:0:0:0:0:0:0|22:30-32:0:0:0:0:3:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0
