l_FW_4_4_8.dot	C	21	126	25,25,45	25:34-36:0:0:0:0:4:0:0|25:34-36:0:0:0:0:4:0:0|45:58-63:0:0:0:0:8:0:0
l_FW_4_4_8.dot	P	21	126	25,25,45	126:127-134:44:44:0:0:1:0:0
l_FW_5_5_5.dot	C	21	126	30,30,30	30:42-44:0:0:0:0:5:0:0|30:42-44:0:0:0:0:5:0:0|30:42-44:0:0:0:0:5:0:0
l_FW_5_5_5.dot	P	21	126	30,30,30	126:127-134:44:44:0:0:1:0:0
l_FW_6_6_6.dot	C	21	126	35,35,35	35:43-48:0:0:0:0:6:0:0|35:43-48:0:0:0:0:6:0:0|35:43-48:0:0:0:0:6:0:0
l_FW_6_6_6.dot	P	21	126	35,35,35	126:127-134:44:44:0:0:1:0:0
l_FW_8_4_4.dot	C	21	126	45,25,25	45:58-63:0:0:0:0:8:0:0|25:34-36:0:0:0:0:4:0:0|25:34-36:0:0:0:0:4:0:0
l_FW_8_4_4.dot	P	21	126	45,25,25	126:127-134:44:44:0:0:1:0:0
l_FW_8_8_8.dot	C	21	126	45,45,45	45:43-50:0:0:0:0:8:0:0|45:43-50:0:0:0:0:8:0:0|45:43-50:0:0:0:0:8:0:0
l_FW_8_8_8.dot	P	21	126	45,45,45	126:127-134:44:44:0:0:1:0:0
l_G_30_60.dot	C	20	16	30,60	30:42-44:0:0:0:0:5:0:0|60:87-89:0:0:0:0:11:0:0
l_G_40_50.dot	C	20	16	40,50	40:57-59:0:0:0:0:7:0:0|50:72-74:0:0:0:0:9:0:0
l_G_45_45.dot	C	20	16	45,45	45:64-66:0:0:0:0:8:0:0|45:64-66:0:0:0:0:8:0:0
l_G_50_40.dot	C	20	16	50,40	50:72-74:0:0:0:0:9:0:0|40:57-59:0:0:0:0:7:0:0
l_G_50_50.dot	C	20	16	50,50	50:58-65:0:0:0:0:9:0:0|50:58-65:0:0:0:0:9:0:0
l_G_55_45.dot	C	20	16	55,45	55:66-72:0:0:0:0:10:0:0|45:58-63:0:0:0:0:8:0:0
l_G_60_30.dot	C	20	16	60,30	60:87-89:0:0:0:0:11:0:0|30:42-44:0:0:0:0:5:0:0
l_H_10.dot	C	17	126	87,21	87:106-113:28:28:0:0:1:0:0|21:8-30:0:0:1:1:1:0:0
l_H_10.dot	P	17	126	87,21	126:127-134:44:44:0:0:1:0:0
l_H_20.dot	C	17	126	87,31	87:99-105:28:28:0:0:1:0:0|31:8-45:0:0:1:1:1:0:0
l_H_20.dot	P	17	126	87,31	126:127-134:44:44:0:0:1:0:0
l_H_30.dot	C	17	126	87,41	87:91-98:28:28:0:0:1:0:0|41:8-60:0:0:1:1:1:0:0
l_H_30.dot	P	17	126	87,41	126:127-134:44:44:0:0:1:0:0
l_H_40.dot	C	17	126	87,51	87:84-90:28:28:0:0:1:0:0|51:8-75:0:0:1:1:1:0:0
l_H_40.dot	P	17	126	87,51	126:127-134:44:44:0:0:1:0:0
l_H_55.dot	C	17	126	87,66	87:76-83:28:28:0:0:1:0:0|66:8-98:0:0:1:1:1:0:0
l_H_55.dot	P	17	126	87,66	126:127-134:44:44:0:0:1:0:0
