l_RA_40.dot	C	17	16	45,40	45:F67:0:0:0:0:8:0:0:0:0|40:F60:0:0:1:1:1:0:0:0:0
l_RA_41.dot	C	17	16	45,41	45:F67:0:0:0:0:8:0:0:0:0|41:F61:0:0:1:1:1:0:0:0:0
l_RA_42.dot	C	17	16	45,42	45:F67:0:0:0:0:8:0:0:0:0|42:F63:0:0:1:1:1:0:0:0:0
l_RA_43.dot	C	17	16	45,43	45:64-66:0:0:0:0:8:0:0:0:0|43:F64:0:0:1:1:1:0:0:0:0
l_RA_44.dot	C	17	16	45,44	45:64-66:0:0:0:0:8:0:0:0:0|44:8-65:0:0:1:1:1:0:0:0:0
l_RA_45.dot	C	17	16	45,45	45:64-66:0:0:0:0:8:0:0:0:0|45:8-66:0:0:1:1:1:0:0:0:0
l_RA_46.dot	C	17	16	45,46	45:64-66:0:0:0:0:8:0:0:0:0|46:8-68:0:0:1:1:1:0:0:0:0
l_RA_47.dot	C	17	16	45,47	45:64-66:0:0:0:0:8:0:0:0:0|47:8-69:0:0:1:1:1:0:0:0:0
l_RA_48.dot	C	17	16	45,48	45:58-63:0:0:0:0:8:0:0:0:0|48:8-71:0:0:1:1:1:0:0:0:0
l_RB_39.dot	C	17	16	46,39	46:F69:0:0:0:0:8:0:0:0:0|39:F58:0:0:1:1:1:0:0:0:0
l_RB_40.dot	C	18	16	46,40	46:F69:0:0:0:0:8:0:0:0:0|40:F60:0:0:1:1:1:0:0:0:0
l_RB_41.dot	C	18	16	46,41	46:F69:0:0:0:0:8:0:0:0:0|41:F61:0:0:1:1:1:0:0:0:0
l_RB_42.dot	C	18	16	46,42	46:66-68:0:0:0:0:8:0:0:0:0|42:8-62:0:0:1:1:1:0:0:0:0
l_RB_43.dot	C	18	16	46,43	46:66-68:0:0:0:0:8:0:0:0:0|43:8-63:0:0:1:1:1:0:0:0:0
l_RB_44.dot	C	18	16	46,44	46:66-68:0:0:0:0:8:0:0:0:0|44:8-65:0:0:1:1:1:0:0:0:0
l_RB_45.dot	C	18	16	46,45	46:66-68:0:0:0:0:8:0:0:0:0|45:8-66:0:0:1:1:1:0:0:0:0
l_RB_46.dot	C	18	16	46,46	46:60-65:0:0:0:0:8:0:0:0:0|46:8-68:0:0:1:1:1:0:0:0:0
l_RC_42.dot	C	18	16	42,45	42:F63:0:0:1:1:1:0:0:0:0|45:F67:0:0:0:0:8:0:0:0:0
l_RC_44.dot	C	18	16	44,45	44:8-65:0:0:1:1:1:0:0:0:0|45:64-66:0:0:0:0:8:0:0:0:0
l_RD_30.dot	C	18	16	28,28,30	28:F42:0:0:0:0:5:0:0:0:0|28:F42:0:0:0:0:5:0:0:0:0|30:F45:0:0:1:1:1:0:0:0:0
l_RD_31.dot	C	18	16	28,28,31	28:F42:0:0:0:0:5:0:0:0:0|28:F42:0:0:0:0:5:0:0:0:0|31:F46:0:0:1:1:1:0:0:0:0
l_RD_32.dot	C	18	16	28,28,32	28:39-41:0:0:0:0:5:0:0:0:0|28:39-41:0:0:0:0:5:0:0:0:0|32:8-47:0:0:1:1:1:0:0:0:0
l_RD_33.dot	C	18	16	28,28,33	28:39-41:0:0:0:0:5:0:0:0:0|28:39-41:0:0:0:0:5:0:0:0:0|33:8-48:0:0:1:1:1:0:0:0:0
l_RD_34.dot	C	18	16	28,28,34	28:39-41:0:0:0:0:5:0:0:0:0|28:39-41:0:0:0:0:5:0:0:0:0|34:8-50:0:0:1:1:1:0:0:0:0
l_RD_35.dot	C	18	16	28,28,35	28:39-41:0:0:0:0:5:0:0:0:0|28:39-41:0:0:0:0:5:0:0:0:0|35:8-51:0:0:1:1:1:0:0:0:0
l_RE_20.dot	C	18	16	70,20	70:96-101:0:0:0:0:13:0:0:0:0|20:F30:0:0:1:1:1:0:0:0:0
l_RE_21.dot	C	18	16	70,21	70:96-101:0:0:0:0:13:0:0:0:0|21:8-30:0:0:1:1:1:0:0:0:0
l_RE_22.dot	C	18	16	70,22	70:96-101:0:0:0:0:13:0:0:0:0|22:8-32:0:0:1:1:1:0:0:0:0
l_RE_23.dot	C	18	16	70,23	70:96-101:0:0:0:0:13:0:0:0:0|23:8-33:0:0:1:1:1:0:0:0:0
l_RE_24.dot	C	18	16	70,24	70:96-101:0:0:0:0:13:0:0:0:0|24:8-35:0:0:1:1:1:0:0:0:0
